Tweet,Polarity,Subjectivity
RT @liz_churchill9: The Wickedest Witch of the West…CDC’s Rachelle Walensky…is RESIGNING. This wretched BITCH advised that children and pre…,0.0,0.0
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
@VitalVegas @adriana_s1970 It’s not idiotic there was a pandemic. Let the dealers make their own decision,0.4666666666666667,0.9166666666666667
"RT @VigilantFox: World Health Organization Declares End to COVID-19 Public Health Emergency

""Fifteen days to slow the spread"" clocked in a…",-0.15000000000000002,0.2333333333333333
@POTUS I’d put an asterisk next to trumps and yours saying only bc closed from Covid and dem states……yours spiked bc they all waited so long to reopen ….,-0.037500000000000006,0.375
"RT @Cobratate: Star Wars is the ultimate Matrix minded garbage.

Find somebody who likes Star Wars, ask if they have the vax and watch them…",0.0,1.0
Covid is still an emergency in my #LongCovid wrecked body,0.0,0.0
"RT @GBNEWS: 🚨 BREAKING: 'Covid-19 is over.'

The World Health Organisation has declared that Covid-19 is no longer a global health emergenc…",0.0,0.0
RT @P_McCulloughMD: More of the timeline of the US-China creation of SARS-CoV-2 and plan for mass indiscriminate #covidvaccination years in…,0.5,0.5
"RT @maolesen: 3-4 We would expect to see higher amounts of COVID spread in the hospital during surges, and we have consistently seen that i…",0.25,0.375
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
RT @WhiteHouse: President Biden’s one-time student debt relief plan would provide much needed breathing room to more than 40 million Americ…,0.35,0.35
RT @wopizza: The @HeartandStroke foundation has a covid vaccine requirement for employment. Let me say that again. The @HeartandStroke foun…,0.0,0.0
"RT @MarioNawfal: BREAKING: COVID-19 Vaccine Can Cause Blindness

A group of scientists recently conducted a study that investigated a poten…",0.0,0.25
"RT @spectatorindex: BREAKING: World Health Organization chief says coronavirus killed over 20 million people worldwide, but is now 'over as…",-0.2,0.0
"RT @marcuschown: The only thing the Conservatives have DELIVERED, Mr Sunak, is poverty, misery, the destruction of our precious NHS, the hi…",0.25,1.0
"RT @flipkoin2: @CdnComrade Our Covid-19 current stage of denial proves it.
Canada can't protect its vulnerable.
“A civilization is measured…",-0.06666666666666667,0.3
"RT @CarolHusband: Tedros declared the Pandemic is over. Now it’s time for Canada to divorce ourselves from #WHO and Tedro

WHO is a schemin…",0.0,0.0
RT @DrEricDing: ⚠️Sobering—White House recently received a sobering warning of #COVID roaring back—experts estimating ~20% chance of a surg…,0.0,0.25
"RT @respect65: Pfizer just lost in the UK Court case over misleading info about Covid vaccine safety -""This should be headline news.""
@BBCN…",0.0,0.0
"RT @T_Inglesby: Great to be on Pandemic Prep panel today w/ Drs Fauci, Lurie, Rivers, Quinn and Reynolds at Consortium of Universities of G…",0.8,0.75
@TheCryptoLes @Krypto_Leonidas @StrongHedge @trader1sz @Trader_XO Covid was never interesting,-0.25,0.5
"RT @P_McCulloughMD: Capitulation coming in hard now with abject failure of public health measures: masking, social distancing, lock-downs,…",-0.14375000000000002,0.24374999999999997
RT @Theo_TJ_Jordan: Some of the people suffering from COVID Compulsion are in desperate need of help. I'm serious here. This wasn't posted…,-0.4666666666666667,0.8333333333333333
RT @luckytran: Politicians will use the end of the COVID emergency as an excuse to do nothing. But what they really should be doing is shif…,0.07500000000000001,0.125
@POTUS Reopening the shuttered businesses as a pandemic winds down is not job creation.  Presidents don’t create jobs.  Businesses do.,-0.15555555555555559,0.2888888888888889
"@elonmusk @robertsepehr @teslaownersSV Yes But until the pandemic. Most people that lived or worked in SF, Liked It. And if people are happy with the city. Why should they change.",0.6333333333333334,0.7666666666666666
"RT @maolesen: 2-4 The light green is total inpatient beds occupied, the dark green are those occupied due to COVID. The red line is HAI COV…",-0.03928571428571429,0.4035714285714285
"RT @WHO: @DrTedros ""For more than 3 years, the experts on the Emergency Committee have devoted their time, their experience and their exper…",0.5,0.5
"RT @ABSCBNNews: BREAKING: The World Health Organization (@WHO) declares end of #COVID19 global public health emergency.

Full story to foll…",0.11666666666666665,0.20555555555555557
"RT @peachypuk: COVID no longer a global health emergency, World Health Organization says | UK News | Sky News https://t.co/siXI612m0C",0.0,0.0
"RT @DiedSuddenly_: BBC News has launched a full-scale attack against #DiedSuddenly.

By gaslighting the victims of the Covid Vaccine, they…",0.0,0.0
"RT @danielkotzin: I am one of scores of millions of Americans who have never been vaccinated against covid. We are the control group.

We h…",0.0,0.0
"RT @zoeharcombe: “Tedros bemoaned the damage that COVID-19 had done to the global community, saying the virus had shattered businesses and…",0.0,0.0
"RT @maolesen: 1-4

I started working on getting a template set up for adding XBB.1.16 to US states. I was working with my CA file as a star…",0.0,0.0
Adapting Demand Forecasting for a Post-pandemic World https://t.co/s7YZothCoF https://t.co/I2KeHrSFcG,0.0,0.0
"RT @AlexBerenson: Shall we recall some of @CDCDirector's greatest hits?

I think we shall!

March 29, 2021: Dr. W warns of a feeling of ""im…",1.0,1.0
"@suefosterinfo The other paragraphs are full of dire warnings &amp; acknowledge the toll &amp; threat of ongoing Covid+need for caution/action.
Dr Tedros must have known few would read past the 1st sentence which,in isolation,plays fully into the 'its over' false narrative.
Sounds like he was pressured",-0.12500000000000003,0.375
RT @liz_churchill9: The Wickedest Witch of the West…CDC’s Rachelle Walensky…is RESIGNING. This wretched BITCH advised that children and pre…,0.0,0.0
"RT @TheBreakdownAB: What would Danielle Smith’s COVID mitigation strategy have been? 

Apparently blood thinners in the mail.

What could g…",0.05,0.35
"@bowserhunt04 @POTUS The covid was the downfall, bought and paid for by Obama and Fauci.",0.0,0.0
"@MarshaBlackburn Lies, lies, lies! Covid has not been over for years. You are not a health professional, stay in your own lane. #BlackburnLiesAboutEverything",0.35,0.55
"RT @julia_doubleday: In January, John’s Hopkins announced that 270k people lost their lives to COVID in 2022 

Today, @CDCgov announced 180…",0.0,0.0
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
@grimeymunson COVID 19 tanked,0.0,0.0
RT @PaulDakers1: @BareReality @DrBuckland Some of us never bothered listening - in fact I switched off mainstream media for months during #…,0.0,0.0
"RT @MarioNawfal: BREAKING: COVID-19 Vaccine Can Cause Blindness

A group of scientists recently conducted a study that investigated a poten…",0.0,0.25
RT @CharlesTannock: Even I am surprised that a Tory defeat is now seen positively by the Forex markets as £ strengthens today. Extraordinar…,0.16363636363636364,0.7227272727272727
"RT @songpinganq: Two years ago, Chinese gov't announced COVID vaccine mandate. 

Those, who refused to take the jab, would be put on the bl…",0.0,0.0
"RT @Raion74_: 7 years of BTE so here is probably my favourite skit from the show.

One of the few things that were able to make me laugh du…",0.19999999999999998,0.27499999999999997
"RT @cotupacs: 🚨🇮🇪 Ireland-excess death stats 🇮🇪🚨

Insane numbers - obviously the MAINSTREAM SCUM MEDIA won’t report these figures.

If they…",-0.43333333333333335,0.6333333333333333
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
"RT @PugslyT: @UbakaOgbogu @DrTedros My AB family alone has lost three people from Covid infections (ages 24, 51 and 56) in 2021 and 2023. I…",0.0,0.0
RT @nyavorx: Covid is over but this useless Nana Addo govt is still taxing Ghanaians COVID LEVY! @AnnanPerry @Royal1Kingly @kwaku_rafiki @D…,-0.625,0.2
"RT @WHO: @DrTedros ""In addition, WHO this week published the 4th edition of the Global Strategic Preparedness and Response Plan for #COVID1…",0.0,0.0
@alx I found a box of covid-19 tests... landfill.,0.0,0.0
RT @emilyakopp: New reporting shows a National Security Council official received a warning about the Wuhan Institute of Virology in Decemb…,0.13636363636363635,0.45454545454545453
"@nathansldennis @CeeMacBee tax increases are nothing to do with brexit,but everything to do with QE to pay for covid having to be repaid.inward investment is doing  pretty well https://t.co/86yqoQEdZl",0.25,1.0
@UnoriginalGoose I READ THIS AS CORONAVIRUS BESTIE AAAA,0.0,0.0
"RT @MinKittenPDNim: They've all got to be thinking it too...Enlistment, historically, has been the end of a lot of male idols peak populari…",0.0,0.05
"RT @aus_collections: First frame 50,000
Second frame 15,000
Third frame 65,000
Fourth frame 350,000
Location Kano we deliver world-wide
Ret…",0.0625,0.08333333333333333
"RT @srivatsayb: Viral AD issued by Congress on the front page of all newspapers in Karnataka.

40% BJP Trouble Engine RATE CARD
- CM Post :…",-0.2,0.2
RT @fridahalo: the way everyone acted like trumps response to covid was ridiculous but basically everyone has adopted his attitude about it,-0.3333333333333333,1.0
RT @CP24: COVID-19 is still with us even as WHO says it is no longer a global emergency: Duclos https://t.co/lNoMGY6td2,0.0,0.0
"RT @peachiikoo: covid took away the 7th anniversary, now the sk government is taking away the 10th 💔",0.0,0.0
@POTUS This is what happens after all businesses were shut down from the pandemic but hey don’t worry about that fact!,-0.19444444444444448,0.2888888888888889
RT @RebelNews_AU: The Western Australian government has been slammed for spending nearly $600m on Covid rapid antigen tests. The money spen…,0.03333333333333333,0.13333333333333333
And how many were lost during Covid? A lot of these are probably folks returning.,0.5,0.5
RT @WhiteHouse: President Biden’s one-time student debt relief plan would provide much needed breathing room to more than 40 million Americ…,0.35,0.35
RT @FORTUNE4722: covid finally got me. ive a chronic autoimmune disease so im pretty scared. i m doing little arts to help me get food and…,0.020833333333333332,0.8333333333333334
"RT @drclairetaylor: If you ever wanted to read a mixed message this is it. 
End of global health emergency but someone dying every 3 minute…",0.0,0.125
"RT @P_McCulloughMD: Pandemic goal of censorship was to crush any hopes for early treatment or natural immunity and replace with fear, suffe…",0.1,0.35
"RT @MarioNawfal: BREAKING: COVID-19 Vaccine Can Cause Blindness

A group of scientists recently conducted a study that investigated a poten…",0.0,0.25
"RT @CollinRugg: BREAKING: CDC Director Rochelle Walensky has suddenly resigned.

Here she is claiming vaccinated people do not carry the CO…",0.0,0.5
O COVID ACABOUUU!!!EBAAAAAAA,0.0,0.0
"RT @_ToParisAndBack: But instead you left ppl in doubt about efficacy of vaccines/treatments, forced them to miss work/pay if positive, ref…",-0.02424242424242426,0.24848484848484845
"RT @paimadhu: WHO ended the 'emergency' today but these images are a reminder of who got left behind &amp; who had the worst of it

- 2.3 billi…",-0.4666666666666666,0.5666666666666667
RT @Risemelbourne: Club of Rome 1970s.... Announcing the pending 𝘾𝙡𝙞𝙢𝙖𝙩𝙚 𝘿𝙞𝙨𝙖𝙨𝙩𝙚𝙧 and 𝘽𝙧𝙚𝙖𝙠𝙙𝙤𝙬𝙣 𝙤𝙛 𝙎𝙤𝙘𝙞𝙚𝙩𝙮 for the Early Part of this Centu…,0.1,0.3
Many of these Covid Zero people are suffering from oxygen deprivation. It appears. https://t.co/VpHQ0uwuSA,0.5,0.5
"RT @P_McCulloughMD: Capitulation coming in hard now with abject failure of public health measures: masking, social distancing, lock-downs,…",-0.14375000000000002,0.24374999999999997
"WHO says ""The worst thing any country can do now is to use this news as a reason to let down its guard, to dismantle the systems it has built, or to send the message to its people that Covid-19 is nothing to worry about,""  https://t.co/LS2Wwo5hYE",-0.5777777777777778,0.6444444444444445
RT @LisaAMcCorkell: Please take our @patientled survey on reinfections so we can better understand the impact of COVID reinfections on heal…,0.5,0.5
"at least a person dying every 3 minutes, more and more people disabled from long covid, it's all fine fine fine! normal! hopeful!!

*goes back to nonstop screaming*",0.20971354166666667,0.425
"RT @EnemyInAState: people in the west, the public at large, once again, has been left to rot and face this awful thing with not even the mo…",-0.19642857142857142,0.3738095238095238
"RT @kevinnbass: New study:

👉COVID-19 vaccine significantly increases the risk of damage to the blood vessels in the eyes.

👉Risk continues…",0.2556818181818182,0.6647727272727273
"-3 years into the global pandemic…..
The World Health Organziation declared May 5,2023 as the day COVID ended. 

-Do what you will with this information. 

-The socioeconomic effects of COVID-19  must be long studied. https://t.co/HRMF4aP9wk",-0.025,0.2
"RT @WHO: @DrTedros ""It is therefore with great hope that I declare #COVID19 over as a global health emergency.

However, that does not mean…",0.4,0.375
"RT @TwitchyTeam: Duh.

‘We’ll take things we knew in March 2020 for $500’: WHO downgrades COVID-19, no longer ‘global emergency’

https://t…",-0.15,0.3
RT @JulieSnark: @BrockRiddickIFB @aof_full It was never isolated. It was a gigantic HOAX. They used the flu deaths and paid hospitals to sa…,0.0,0.0
@Cryptovenus__ @ELaunchOfficial Do token holders have right to participate in the governance of the project? On What kind of decisions can they vote on about the project? How do you keep yourself motivated for more developments and non-stop work in this Covid-19 pandemic ?,0.4619047619047619,0.6452380952380953
@CNN Why CNN producers got caught secretly filmed saying how covid 19 was a scam and climate change is also a scam,-0.4,0.7
RT @LasVegasLocally: @VitalVegas Dealers get hit in the face with spittle and second hand smoke all day long. Many would prefer to wear a m…,0.15,0.3
"RT @SiaranBolaLive: Official: 
WHO: ""Covid-19 kelar!"" https://t.co/0J0Ui7gYD6",0.0,0.0
RT @isaiahrmartin: Today’s jobs report brought huge news: unemployment hasn’t been this low since man walked the moon. The road to full rec…,0.25,0.5833333333333334
"RT @ChildrensHD: Dr. Meryl Nass: ""I DO NOT Intend to Ever Be Injected With a Vaccine Again""

""Because after COVID, I have come to understan…",0.0,0.0
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
"RT @TheMilkBarTV: Watch the Mainstream Media/Corporate Press censor what you are allowed to hear about the Covid vaccines...
@RobertKennedy…",0.0,0.0
"@POTUS 1. Those are largely people returning to work after Covid.
2. You’re probably the least competent of every president on the chart.
3. Why didn’t you choose to share the inflation chart? Or how about growth in real wages (after accounting for inflation)?",0.15357142857142858,0.4488095238095238
"RT @real_GGoswami: TGA #Australia has announced today (3 May 2023), that from 1 June 2023, prescribing of oral #Ivermectin for ‘off-label’…",0.0,0.0
"RT @DrEliDavid: New Nature paper concludes that Covid vaccines significantly increase the risk of retinal vascular occlusion, the most comm…",0.3371212121212121,0.6098484848484849
RT @JimFergusonUK: Pfizer just lost in the UK Court case over misleading info about Covid vaccine safety. Great news. Well done to all thos…,0.8,0.75
"Disease experts warn White House of potential for omicron-like wave of illness

There’s a roughly 20 percent chance during the next two years of an outbreak rivaling the onslaught of illness inflicted by the omicron variant.

By Dan Diamond

https://t.co/1oxKlaEx3J",-0.025,0.35
RT @liz_churchill9: The Wickedest Witch of the West…CDC’s Rachelle Walensky…is RESIGNING. This wretched BITCH advised that children and pre…,0.0,0.0
"@FckedLynx I've been one since 2017/2018, but yeah I mustered up the courage to make it an active part of my online persona during the pandemic I guess",-0.13333333333333333,0.6
@CNN Should have never stopped!  Covid was a Plandemic not a Pandemic and you @CNN and the media told the lies.  Fauci lied and people died and the news media kept it going.,0.0,0.0
RT @LisaAMcCorkell: Please take our @patientled survey on reinfections so we can better understand the impact of COVID reinfections on heal…,0.5,0.5
"RT @loscharlos: New @NIH study:

“People with #LongCovid had lower levels of CD4+ &amp; CD8+ T cells—immune cells involved in.. immune system r…",0.13636363636363635,0.45454545454545453
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
"RT @LauraMiers: *More than 1000 Americans are dying of Covid every week* 

And the CDC’s principal deputy director openly acknowledges Covi…",0.25,0.5
RT @michaelpsenger: Every official in Washington should be happy to welcome a comprehensive inquiry into how lockdowns and mandates came to…,0.8,0.95
@FightMate S*** like this happening all over stay away from the covid shot.,0.0,0.0
"RT @bevscotland: WHO boss says pandemic is no longer a global health emergency
😱😱😱 oh shit we better listen to the WHO......  says the 🐑🐑🐑…",0.09999999999999999,0.43333333333333335
"RT @Britain_People: RISHI SUNAK: Wife's Finances

🔴TORY CORRUPTION

▪️Sunak's wife has shares in a company given £350m GRANT by Tories 

▪️…",0.0,0.0
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Thailand - 7 year old girl P. Khotphakdi developed dark purple spots on her skin…",0.016666666666666673,0.3
"RT @MakisMD: Children injured by COVID-19 mRNA vaccines:

Pennsylvania - 8 year old Harper Gewin had a stroke and brain hemorrhaging 7 days…",0.1,0.2
"RT @loscharlos: New @NIH study:

“People with #LongCovid had lower levels of CD4+ &amp; CD8+ T cells—immune cells involved in.. immune system r…",0.13636363636363635,0.45454545454545453
Watching the movie contagion 2011 before covid happens and it's very scary in how accurate it is,-0.12499999999999997,0.8166666666666667
"Poor @JohnRustad4BC for being unable to read the difference between the ""Covid 19 Emergency"" being over, and not the ""Pandemic"" itself. Y'all elected these goofballs. https://t.co/aHcCn9LYoA",-0.45,0.55
"RT @brain__frog: euthanization of disabled ppl, commodification of human needs, the ongoing unmitigated pandemic, public execution of homel…",-0.06666666666666667,0.15555555555555556
RT @ClayTravis: The Moderna CEO made $400 million last year as tons of our taxpayer dollars for his worthless covid shot went straight into…,-0.20000000000000004,0.45555555555555555
"RT @stkirsch: Laura Jeffery, an embalmer in Ontario, Canada just told me that at one point after the COVID vax rollout she recalls 8 out of…",0.0,0.0
@DebLaughton @BBCBreaking @WHO Only a USA person would think that WHO makes money on a pandemic! What do you think WHO does?,0.0,1.0
"RT @SenseReceptor: ""I CAN PROVE THIS WAS NOT A VIRAL RESPIRATORY DISEASE PANDEMIC, OK? PERIOD.""

""I'M LOOKING AT ALL-CAUSE MORTALITY. THERE…",0.5,0.5
The fact that she did this when the world was still in the beginning stages of the pandemic is iconic. She really was eating and people try to come for her now. She’s dead been a star and had us all in a chokehold during lockdown https://t.co/qar5hagJjr,0.16666666666666666,0.3666666666666667
@Liberacrat @stclairashley I'm at your house teaching your kids CRT and gender lessons and giving them Covid boosters,0.0,0.0
"@fukncovid @SUSANGA98264365 @StephenKing More people died after Biden took office. Another 200 thou killed from Biden's open border Fentynal. 10s of thousands died from democrats forcing Covid patients into nursing homes. Democrats favorite son ""Fauci"" paid for Covid's creation.  Fauci killed millions around the world.",0.12000000000000002,0.4
"To all:

A change in definition.

It's a pointless argument to say whether COVID-19 is over or not.

Now an established pathogen, will continue to learn about it, will continue to disproportionately impact vulnerable &amp; Public Health will need ongoing support &amp; funding.

#BCPoli https://t.co/ZYUjlO62jc",-0.25,0.35555555555555557
"@LongCovidSOS Practically everyone has now had covid. If the hazard ratio is increased by 1.7 that means there is a 1.7 times increase in the number of diabetics bring created per infection.

You're right that isn't 70%, it's 41%

But it's certainly not 5%",0.08928571428571427,0.5535714285714286
"RT @TonyGonzales4TX: Video of when I was in downtown El Paso yesterday. Police officers told me, “Tony don’t be here unless you have to - t…",0.0,0.0
"@MarioNawfal And, @MarioNawfal, what do you think this means?:
""A 2.19-fold increased risk of retinal vascular occlusion after COVID-19 vaccination was observed. Limited evidence and low frequency of the disease has complicated the establishment of a definitive association between both.""",-0.19047619047619047,0.48095238095238096
"RT @canindependent: Look what I got in the mail today. 

This is my FOI request for the raw data from the Public Health Agency of Canada on…",-0.11538461538461539,0.2641025641025641
RT @DrEricDing: ⚠️Sobering—White House recently received a sobering warning of #COVID roaring back—experts estimating ~20% chance of a surg…,0.0,0.25
RT @yourbearing: ugly ≠ not trying to get sick and die because covid still exists,-0.7071428571428571,0.9285714285714286
"RT @VigilantFox: Dr. Pierre Kory: ""We Have 43 Effective Therapies for COVID; You've Heard of Almost None of Them!""

Of the 43, the approved…",0.75,0.8
RT @LisaAMcCorkell: Please take our @patientled survey on reinfections so we can better understand the impact of COVID reinfections on heal…,0.5,0.5
"This? 

Yeah, it doesn't respond to scientific data or the best interests of the people. This is purely so that capitalism exploits everyone for ""record profits"" like before the pandemic. https://t.co/PoZm1fSCZs",0.6071428571428571,0.4
RT @goddeketal: @WHO @oatila @c_drosten @CPHO_Canada @j_g_allen @HarvardChanSPH @luckytran @guardian @profamirattaran @mmpadellan @realDona…,0.0,0.0
"RT @DonEford: Until they can prove otherwise, Walensky is leaving her position because she has Long COVID and her symptoms aren't going awa…",-0.05,0.4
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
RT @emilyakopp: New reporting shows a National Security Council official received a warning about the Wuhan Institute of Virology in Decemb…,0.13636363636363635,0.45454545454545453
RT @goddeketal: 🧵THREAD: Proof that masks worked during Covid. https://t.co/MY6YckRsOT,0.0,0.0
"RT @jamiemcintyre21: BREAKING: The World Health Organization states COVID-19 is no longer a global health emergency.

The Australian Nation…",0.0,0.0
"RT @naomirwolf: Dailyclout and @akamerica broke story: Pfizer finds dead, injured babies April 20 2021; Dr Walensky’s WH press conference t…",-0.2,0.4
"RT @kylenabecker: If you thought Covid data fraud was a one-off, get a load of this 👇",0.0,0.0
"@POTUS Wrong, it's what happens when you take credit for jobs lost during a previous administration because of a once-in-a-generation pandemic and restored during your administration as jobs you create.",-0.3333333333333333,0.5333333333333333
@HillaryClinton The numbers prove the lies. We are now close to the number of jobs we had just before Covid hit. Zero NEW jobs for this administration and it took 3 years for Dems to get to this point.,0.13636363636363635,0.45454545454545453
Bongino | WHO Officially Declares End to COVID Global Health Emergency https://t.co/RHl1wJYrL9,0.0,0.0
"RT @alyssaschwartz: 👇👇👇

I know people who’ve really been taken by surprise when they’ve tested positive lately. Covid isn’t gone—only the…",0.04242424242424242,0.44848484848484843
"RT @CIDRAP: WHO ends COVID-19 public health emergency, warns of continued health threat

The decision was based on declining #COVID19 death…",0.0,0.06666666666666667
"RT @VacSafety: Walensky lied about the safety &amp; efficacy of the Covid-19 ""vaccine"".

Millions of Americans have been injured or killed by t…",-0.2,0.0
"@POTUS Someone tell President Magoo and his check the box minions to stop adding the jobs that returned from Covid-19 to his goofy presentations.  Those were not new jobs, they already existed.",0.2159090909090909,0.7272727272727273
"RT @WHO: @DrTedros ""The worst thing any country could do now is to use this news as a reason to let down its guard, to dismantle the system…",-0.5777777777777778,0.6444444444444445
"RT @MeetJess: Masks Work. Distorting Science to Dispute the Evidence Doesn't 

« With millions dead and immense—and still growing—personal…",-0.2,0.4
"@Mordecaisreach @DelusionPosting I think you need to see a eye doctor, I have clearly stated that its a covid test",0.10000000000000002,0.3833333333333333
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
RT @WhiteHouse: President Biden’s one-time student debt relief plan would provide much needed breathing room to more than 40 million Americ…,0.35,0.35
"RT @wheresourLOGIC: Do not take a Covid test. Ever!
These motherfu*kers are literally trying to destroy humanity. https://t.co/1j5qBakf1u",-0.2,0.0
@HillaryClinton I think is funny. What are the numbers now compared to this time in 2019? COVID 19 shut the world down in 2020. And nobody wanted to work in both 21 and 22.,0.04722222222222221,0.6444444444444445
"RT @cnnbrk: Covid-19 is no longer a global health emergency, the World Health Organization says https://t.co/JFw1o5nUKg",0.0,0.0
"RT @zoeharcombe: “Tedros bemoaned the damage that COVID-19 had done to the global community, saying the virus had shattered businesses and…",0.0,0.0
@POTUS Soooooo you going to add the contex of the pandemic? That’s kind of a big factor my slime…,0.3,0.5
"RT @ksdknews: Around 500,000 of the recalled COVID tests were distributed to CVS Health and around 16,000 were sent to Amazon for sale. htt…",0.0,0.0
"► 500+ Australians Join World’s First COVID Vaccine Injury Class Action Lawsuit

https://t.co/4LtTuzv36y",0.175,0.21666666666666667
"RT @ITGuy1959: “I wish her the best in her next chapter” is code for “I fired her.”

She did not leave @CDCgov “a stronger institution”, sh…",0.5,0.15
"RT @bad_batch_rex: Statement from the WHO
‘Throughout the pandemic we have demonstrated our ability to be influenced politically &amp; by speci…",0.0,0.1
"So, the WHO announce ‘end of pandemic global health emergency’ (not that it ever was a health emergency) &amp; yet still people are masked up in stores 🤷‍♀️🤦‍♀️",0.0,0.0
@kevinnbass You guys always put out the same information. VAERS is a SELF report system &amp; has been misused by anti-vaxxers motivated to try to discredit the COVID vaccine. CDC has other ways of verifying information when something spikes—Covid data has been corrupted for misinformation. https://t.co/OOBX3bgPas,-0.0625,0.25
"@CKellyUAP If you take away the 538 excess deaths from COVID, you have exactly the same number of excess deaths as every other year. 
This means the excess deaths are because of COVID and nothing else.
It's great that you recognise COVID is deadly. I'm glad u finally realise it.",0.23750000000000002,0.5833333333333334
"RT @SandraWeeden: WHO: Covid Global Health Emergency Over!

🤔 https://t.co/mUDnlMGPFE",0.0,0.0
@BallofCentury @Official_BRFC @OfficialBWFC Covid restrictions still m8 fill it every single game,-0.2357142857142857,0.30714285714285716
"RT @PopBase: After 3 years, the World Health Organization officially declares that COVID-19 is no longer a global health emergency. https:/…",0.0,0.0
"RT @kendrawcandraw: As a reminder, the US ended the national emergency related to COVID, a disease that has killed 1.2mill+ people in this…",-0.1,0.2
"RT @paimadhu: WHO ended the 'emergency' today but these images are a reminder of who got left behind &amp; who had the worst of it

- 2.3 billi…",-0.4666666666666666,0.5666666666666667
"I’m waiting w/ bated breath for my Covid clinic appointment next week. 
I’m close to 90% sure I have inflammation in the noggin &amp;it’s not good.  
Gotta figure out transport for endo/colonoscopy.  
Will continue to fight the good fight. In solitary ✊
#LongCovid #longcovidjournal",0.2125,0.5222222222222223
"RT @NohaAboelataMD: Thank you @mercnews for publishing my op-ed! 

""Opinion: California health care providers’ retreat from COVID masking i…",0.0,0.0
"RT @MinKittenPDNim: They've all got to be thinking it too...Enlistment, historically, has been the end of a lot of male idols peak populari…",0.0,0.05
"RT @ZachSchermele: @joeanuta with the ever-apt lede:

""In post-pandemic New York City, the subway has emerged as a politically prominent ba…",0.3181818181818182,0.7272727272727273
"RT @Britain_People: RISHI SUNAK: Wife's Finances

🔴TORY CORRUPTION

▪️Sunak's wife has shares in a company given £350m GRANT by Tories 

▪️…",0.0,0.0
"RT @VigilantFox: YouTube Proves That They HATE You, Literally Are Telling You That They'd Rather See You Suffer

I simply posted a video of…",-0.16666666666666666,0.41904761904761906
"RT @AP4Liberty: The pandemic actually made me more libertarian tbh. The absolute pants-shitting by our government, the massive wasteful spe…",0.175,0.625
"RT @marrs_edward: Ok, so Covid is manageable now, but ice continues to melt near the poles and old diseases are being released again. The w…",0.2333333333333333,0.3666666666666667
"@CharlesPrats @elonmusk hi Elon, why this account is disappeared? Freedom of expression is violated in France, why does this kind of situation happen when we talk about ""sensitive"" subjects such as the anti-covid vaccine?",0.2333333333333333,0.7666666666666666
RT @FriendsofBS: A team of volunteers is busy organising an exciting programme of events for your delight. Please support them as they try…,0.2,0.55
"RT @EnemyInAState: China has brought back testing centers as well: all around Asia (ie those closest to India, the home of #XBB116 #SARS3 #…",0.0,0.0
"RT @DrEliDavid: New Nature paper concludes that Covid vaccines significantly increase the risk of retinal vascular occlusion, the most comm…",0.3371212121212121,0.6098484848484849
@WHO @DrTedros Pity you couldn't have managed it better at the start isn't it? Around 130 people died in Australia last week from COVID - it's not really over.,0.07500000000000001,0.24166666666666664
RT @trishgreenhalgh: Pop your corks. Global emergency over. But it won’t bring back my mother or the millions like her who died of *hospita…,0.0,0.0
RT @laurieallee: @bumblebuzz6 I don't know. Those in power now want to make Covid research disappear from Twitter &amp; masks disappear from re…,0.0,0.0
RT @trishgreenhalgh: Pop your corks. Global emergency over. But it won’t bring back my mother or the millions like her who died of *hospita…,0.0,0.0
After a long lasting 3 years the pandemic is finally over,-0.016666666666666666,0.4666666666666666
"RT @WHO: @DrTedros ""It is therefore with great hope that I declare #COVID19 over as a global health emergency.

However, that does not mean…",0.4,0.375
@bdforde13 @WHO @DrTedros @mvankerkhove So sorry Davine. Hugs from us to you 💜,-0.5,1.0
"RT @loscharlos: New @NIH study:

“People with #LongCovid had lower levels of CD4+ &amp; CD8+ T cells—immune cells involved in.. immune system r…",0.13636363636363635,0.45454545454545453
RT @liz_churchill9: The Wickedest Witch of the West…CDC’s Rachelle Walensky…is RESIGNING. This wretched BITCH advised that children and pre…,0.0,0.0
RT @nmlinguaphile: CDC Director Rochelle Walensky Resigns Citing Waning Pandemic https://t.co/2E6xTDMf1d,0.0,0.0
